gene_mouse,gene_upper
Ifngr1,IFNGR1
Il22ra2,IL22RA2
Il20ra,IL20RA
Slc35d3,SLC35D3
Pex7,PEX7
Map3k5,MAP3K5
4930405J17Rik,4930405J17RIK
Bclaf1,BCLAF1
Pde7b,PDE7B
Ahi1,AHI1
Myb,MYB
Hbs1l,HBS1L
4930455C13Rik,4930455C13RIK
Aldh8a1,ALDH8A1
1700020N01Rik,1700020N01RIK
Gm5420,GM5420
Sgk1,SGK1
4930444G20Rik,4930444G20RIK
E030030I06Rik,E030030I06RIK
Raet1e,RAET1E
H60b,H60B
C920009B18Rik,C920009B18RIK
Raet1d,RAET1D
Gm10825,GM10825
Slc2a12,SLC2A12
Tbpl1,TBPL1
Tcf21,TCF21
Eya4,EYA4
Rps12,RPS12
Snora33,SNORA33
Vnn3,VNN3
Vnn1,VNN1
Taar1,TAAR1
Taar2,TAAR2
Taar4,TAAR4
Stx7,STX7
Moxd1,MOXD1
Ctgf,CTGF
Enpp1,ENPP1
Enpp3,ENPP3
Med23,MED23
Arg1,ARG1
Akap7,AKAP7
Tmem200a,TMEM200A
Gm9767,GM9767
Samd3,SAMD3
L3mbtl3,L3MBTL3
Gm8709,GM8709
Arhgap18,ARHGAP18
Lama2,LAMA2
Ptprk,PTPRK
Themis,THEMIS
4930519F09Rik,4930519F09RIK
2310057J18Rik,2310057J18RIK
9330159F19Rik,9330159F19RIK
Echdc1,ECHDC1
Rnf146,RNF146
Rspo3,RSPO3
Cenpw,CENPW
Trmt11,TRMT11
Gm20300,GM20300
Hint3,HINT3
Ncoa7,NCOA7
Hey2,HEY2
Hddc2,HDDC2
Tpd52l1,TPD52L1
Rnf217,RNF217
Nkain2,NKAIN2
Trdn,TRDN
D830005E20Rik,D830005E20RIK
Clvs2,CLVS2
Sult3a1,SULT3A1
Rsph4a,RSPH4A
A830082N09Rik,A830082N09RIK
Rwdd1,RWDD1
Dse,DSE
Tspyl1,TSPYL1
Tspyl4,TSPYL4
Nt5dc1,NT5DC1
Col10a1,COL10A1
Frk,FRK
Hs3st5,HS3ST5
Hdac2,HDAC2
Marcks,MARCKS
Lama4,LAMA4
Tube1,TUBE1
Wisp3,WISP3
Fyn,FYN
Traf3ip2,TRAF3IP2
E130307A14Rik,E130307A14RIK
Rev3l,REV3L
Slc16a10,SLC16A10
Rpf2,RPF2
Gtf3c6,GTF3C6
Amd1,AMD1
Cdk19,CDK19
Ddo,DDO
Cdc40,CDC40
Wasf1,WASF1
Fig4,FIG4
Zbtb24,ZBTB24
Mical1,MICAL1
Smpd2,SMPD2
Ppil6,PPIL6
Cd164,CD164
Ccdc162,CCDC162
5730435O14Rik,5730435O14RIK
Cep57l1,CEP57L1
Sesn1,SESN1
Armc2,ARMC2
Foxo3,FOXO3
Snx3,SNX3
Nr2e1,NR2E1
Ostm1,OSTM1
Sec63,SEC63
Scml4,SCML4
Sobp,SOBP
Pdss2,PDSS2
Bend3,BEND3
1700021F05Rik,1700021F05RIK
Cd24a,CD24A
1700027J07Rik,1700027J07RIK
Qrsl1,QRSL1
Rtn4ip1,RTN4IP1
Speer5-ps1,SPEER5-PS1
Atg5,ATG5
Prdm1,PRDM1
Prep,PREP
Popdc3,POPDC3
Bves,BVES
Lin28b,LIN28B
Hace1,HACE1
D030045P18Rik,D030045P18RIK
C130030K03Rik,C130030K03RIK
Grik2,GRIK2
Ascc3,ASCC3
Sim1,SIM1
Fam162b,FAM162B
Gprc6a,GPRC6A
Rfx6,RFX6
Vgll2,VGLL2
Ros1,ROS1
Dcbld1,DCBLD1
Gopc,GOPC
Nepn,NEPN
Nus1,NUS1
Slc35f1,SLC35F1
Pln,PLN
Gm20597,GM20597
Mcm9,MCM9
Asf1a,ASF1A
Fam184a,FAM184A
Man1a,MAN1A
Gm16998,GM16998
Msl3l2,MSL3L2
Gja1,GJA1
4930467K11Rik,4930467K11RIK
Hsf2,HSF2
Serinc1,SERINC1
Pkib,PKIB
Fabp7,FABP7
Smpdl3a,SMPDL3A
Gm4981,GM4981
Gcc2,GCC2
Lims1,LIMS1
Ranbp2,RANBP2
Ccdc138,CCDC138
Edar,EDAR
BB019430,BB019430
Sh3rf3,SH3RF3
Sept10,SEPT10
Sowahc,SOWAHC
P4ha1,P4HA1
Pla2g12b,PLA2G12B
Oit3,OIT3
Micu1,MICU1
Dnajb12,DNAJB12
Ddit4,DDIT4
Anapc16,ANAPC16
Ascc1,ASCC1
Spock2,SPOCK2
Chst3,CHST3
Psap,PSAP
Cdh23,CDH23
Gm17455,GM17455
Slc29a3,SLC29A3
Unc5b,UNC5B
Pldi,PLDI
Pcbd1,PCBD1
Sgpl1,SGPL1
Tbata,TBATA
Adamts14,ADAMTS14
Prf1,PRF1
Nodal,NODAL
Eif4ebp2,EIF4EBP2
Lrrc20,LRRC20
Npffr1,NPFFR1
Ppa1,PPA1
Sar1a,SAR1A
Tysnd1,TYSND1
Aifm2,AIFM2
H2afy2,H2AFY2
Col13a1,COL13A1
Neurog3,NEUROG3
Tspan15,TSPAN15
Tacr2,TACR2
Hk1,HK1
Hkdc1,HKDC1
Supv3l1,SUPV3L1
4930507D05Rik,4930507D05RIK
Vps26a,VPS26A
Srgn,SRGN
Ddx21,DDX21
Ddx50,DDX50
Stox1,STOX1
Ccar1,CCAR1
Tet1,TET1
Slc25a16,SLC25A16
Dna2,DNA2
Rufy2,RUFY2
Hnrnph3,HNRNPH3
Pbld2,PBLD2
Pbld1,PBLD1
Mypn,MYPN
Herc4,HERC4
Sirt1,SIRT1
Dnajc12,DNAJC12
Ctnna3,CTNNA3
Lrrtm3,LRRTM3
1700023F02Rik,1700023F02RIK
Reep3,REEP3
Jmjd1c,JMJD1C
Nrbf2,NRBF2
Egr2,EGR2
Ado,ADO
Zfp365,ZFP365
Rtkn2,RTKN2
Arid5b,ARID5B
4930545H06Rik,4930545H06RIK
Tmem26,TMEM26
Rhobtb1,RHOBTB1
Cdk1,CDK1
Ank3,ANK3
Ccdc6,CCDC6
Slc16a9,SLC16A9
Fam13c,FAM13C
Phyhipl,PHYHIPL
Bicc1,BICC1
Tfam,TFAM
Ube2d1,UBE2D1
Cisd1,CISD1
Ipmk,IPMK
Zwint,ZWINT
A330049N07Rik,A330049N07RIK
Pcdh15,PCDH15
Gnaz,GNAZ
Rab36,RAB36
Bcr,BCR
Specc1l,SPECC1L
Adora2a,ADORA2A
Gm5779,GM5779
Upb1,UPB1
Snrpd3,SNRPD3
Ggt1,GGT1
Ggt5,GGT5
Susd2,SUSD2
Cabin1,CABIN1
Ddt,DDT
Gstt3,GSTT3
Gstt1,GSTT1
Gstt4,GSTT4
Gstt2,GSTT2
Mif,MIF
Derl3,DERL3
Smarcb1,SMARCB1
Mmp11,MMP11
Chchd10,CHCHD10
Vpreb3,VPREB3
Gm5134,GM5134
Zfp280b,ZFP280B
Slc5a4b,SLC5A4B
Slc5a4a,SLC5A4A
Prmt2,PRMT2
S100b,S100B
Dip2a,DIP2A
Pcnt,PCNT
1700094J05Rik,1700094J05RIK
2610028H24Rik,2610028H24RIK
Ybey,YBEY
Mcm3ap,MCM3AP
Lss,LSS
Ftcd,FTCD
Col6a2,COL6A2
Col6a1,COL6A1
Pcbp3,PCBP3
Gm10787,GM10787
Slc19a1,SLC19A1
Col18a1,COL18A1
Gm10941,GM10941
Pofut2,POFUT2
Adarb1,ADARB1
Itgb2,ITGB2
Pttg1ip,PTTG1IP
Sumo3,SUMO3
Ube2g2,UBE2G2
Gm10142,GM10142
Krtap12-1,KRTAP12-1
Gm2696,GM2696
Krtap10-10,KRTAP10-10
1700009J07Rik,1700009J07RIK
Lrrc3,LRRC3
Trpm2,TRPM2
1810043G02Rik,1810043G02RIK
Pfkl,PFKL
Aire,AIRE
Dnmt3l,DNMT3L
Icosl,ICOSL
D10Jhu81e,D10JHU81E
Pwp2,PWP2
Trappc10,TRAPPC10
Agpat3,AGPAT3
Rrp1,RRP1
Cstb,CSTB
Pdxk,PDXK
Ilvbl,ILVBL
Syde1,SYDE1
Casp14,CASP14
Ccdc105,CCDC105
Slc1a6,SLC1A6
Olfr57,OLFR57
2610008E11Rik,2610008E11RIK
Mier2,MIER2
Theg,THEG
C2cd4c,C2CD4C
Shc2,SHC2
Odf3l2,ODF3L2
Madcam1,MADCAM1
Cdc34,CDC34
Gzmm,GZMM
Bc1,BC1
Bsg,BSG
Hcn2,HCN2
Polrmt,POLRMT
Rnf126,RNF126
Fstl3,FSTL3
Prss57,PRSS57
Palm,PALM
E130317F20Rik,E130317F20RIK
Ptbp1,PTBP1
Prtn3,PRTN3
Elane,ELANE
Cfd,CFD
Med16,MED16
Kiss1r,KISS1R
Arid3a,ARID3A
Wdr18,WDR18
Grin3b,GRIN3B
Cnn2,CNN2
Abca7,ABCA7
Polr2e,POLR2E
Gpx4,GPX4
Sbno2,SBNO2
Stk11,STK11
Atp5d,ATP5D
Midn,MIDN
Cirbp,CIRBP
1600002K03Rik,1600002K03RIK
Efna2,EFNA2
Mum1,MUM1
Ndufs7,NDUFS7
Gamt,GAMT
Dazap1,DAZAP1
Rps15,RPS15
Apc2,APC2
2310011J03Rik,2310011J03RIK
Pcsk4,PCSK4
Reep6,REEP6
Adamtsl5,ADAMTSL5
Plk5,PLK5
Mex3d,MEX3D
Mbd3,MBD3
Uqcr11,UQCR11
Tcf3,TCF3
Onecut3,ONECUT3
Atp8b3,ATP8B3
Rexo1,REXO1
Klf16,KLF16
Adat3,ADAT3
Scamp4,SCAMP4
Csnk1g2,CSNK1G2
Btbd2,BTBD2
Mknk2,MKNK2
Mob3a,MOB3A
Izumo4,IZUMO4
Ap3d1,AP3D1
Dot1l,DOT1L
Plekhj1,PLEKHJ1
Sf3a2,SF3A2
Amh,AMH
Jsrp1,JSRP1
Oaz1,OAZ1
Mir1982,MIR1982
Lingo3,LINGO3
Lsm7,LSM7
Tmprss9,TMPRSS9
Timm13,TIMM13
Lmnb2,LMNB2
Gadd45b,GADD45B
Gng7,GNG7
Diras1,DIRAS1
Slc39a3,SLC39A3
Sgta,SGTA
Thop1,THOP1
Creb3l3,CREB3L3
Map2k2,MAP2K2
Zbtb7a,ZBTB7A
Pias4,PIAS4
Eef2,EEF2
Dapk3,DAPK3
Atcay,ATCAY
Zfr2,ZFR2
Matk,MATK
Mrpl54,MRPL54
Apba3,APBA3
Tjp3,TJP3
Pip5k1c,PIP5K1C
Tbxa2r,TBXA2R
Gipc3,GIPC3
Hmg20b,HMG20B
Mfsd12,MFSD12
4930404N11Rik,4930404N11RIK
Fzr1,FZR1
Dohh,DOHH
Nfic,NFIC
Celf5,CELF5
Ncln,NCLN
S1pr4,S1PR4
Gna15,GNA15
Gna11,GNA11
Aes,AES
Tle2,TLE2
Tle6,TLE6
BC025920,BC025920
Sirt6,SIRT6
Ankrd24,ANKRD24
Gm10778,GM10778
Zfp433,ZFP433
Zfp781,ZFP781
Zfp873,ZFP873
AU041133,AU041133
Zfp938,ZFP938
1190007I07Rik,1190007I07RIK
Tdg,TDG
Glt8d2,GLT8D2
Hcfc2,HCFC2
Nfyb,NFYB
1700028I16Rik,1700028I16RIK
Txnrd1,TXNRD1
Eid3,EID3
Chst11,CHST11
Slc41a2,SLC41A2
D10Wsu102e,D10WSU102E
Aldh1l2,ALDH1L2
Appl2,APPL2
1500009L16Rik,1500009L16RIK
Nuak1,NUAK1
Ckap4,CKAP4
Tcp11l2,TCP11L2
Polr3b,POLR3B
Rfx4,RFX4
Ric8b,RIC8B
Fhl4,FHL4
Cry1,CRY1
Btbd11,BTBD11
Pwp1,PWP1
Prdm4,PRDM4
Ascl4,ASCL4
Bpifc,BPIFC
Fbxo7,FBXO7
Syn3,SYN3
Timp3,TIMP3
1810014B01Rik,1810014B01RIK
Hsp90b1,HSP90B1
Nt5dc3,NT5DC3
Stab2,STAB2
1700113H08Rik,1700113H08RIK
Ascl1,ASCL1
Pah,PAH
Igf1,IGF1
Tyms-ps,TYMS-PS
Pmch,PMCH
Nup37,NUP37
Dram1,DRAM1
Gnptab,GNPTAB
Sycp3,SYCP3
Chpt1,CHPT1
Mybpc1,MYBPC1
Spic,SPIC
Gm4925,GM4925
Arl1,ARL1
Utp20,UTP20
Slc5a8,SLC5A8
Ano4,ANO4
Gas2l3,GAS2L3
Nr1h4,NR1H4
Slc17a8,SLC17A8
Scyl2,SCYL2
Actr6,ACTR6
Uhrf1bp1l,UHRF1BP1L
Anks1b,ANKS1B
Apaf1,APAF1
Ikbip,IKBIP
Slc25a3,SLC25A3
Tmpo,TMPO
Rmst,RMST
Nedd1,NEDD1
Cdk17,CDK17
Mir1931,MIR1931
Elk3,ELK3
Lta4h,LTA4H
Hal,HAL
Amdhd1,AMDHD1
Ccdc38,CCDC38
Snrpf,SNRPF
4933408J17Rik,4933408J17RIK
Ntn4,NTN4
Gm8580,GM8580
Gm15915,GM15915
Usp44,USP44
Metap2,METAP2
Vezt,VEZT
Fgd6,FGD6
Nr2c1,NR2C1
Ndufa12,NDUFA12
Gm4792,GM4792
Tmcc3,TMCC3
Plxnc1,PLXNC1
Cradd,CRADD
2310039L15Rik,2310039L15RIK
Socs2,SOCS2
5730420D15Rik,5730420D15RIK
Mrpl42,MRPL42
Ube2n,UBE2N
Nudt4,NUDT4
Mir3058,MIR3058
Eea1,EEA1
Btg1,BTG1
4930556N09Rik,4930556N09RIK
Dcn,DCN
Lum,LUM
4930473O22Rik,4930473O22RIK
Kera,KERA
Epyc,EPYC
Gm10754,GM10754
Gm8633,GM8633
Atp2b1,ATP2B1
Poc1b,POC1B
Galnt4,GALNT4
Dusp6,DUSP6
Gm18409,GM18409
Csl,CSL
Kitl,KITL
Tmtc3,TMTC3
Cep290,CEP290
4930430F08Rik,4930430F08RIK
1700017N19Rik,1700017N19RIK
Mgat4c,MGAT4C
Nts,NTS
Rassf9,RASSF9
Alx1,ALX1
Lrriq1,LRRIQ1
Slc6a15,SLC6A15
Tmtc2,TMTC2
Gm15663,GM15663
Ccdc59,CCDC59
Ppfia2,PPFIA2
Acss3,ACSS3
Lin7a,LIN7A
Myf5,MYF5
Myf6,MYF6
Ptprq,PTPRQ
Otogl,OTOGL
Ppp1r12a,PPP1R12A
Pawr,PAWR
Syt1,SYT1
Gm5136,GM5136
Nav3,NAV3
9230102K24Rik,9230102K24RIK
E2f7,E2F7
1700020G17Rik,1700020G17RIK
Csrp2,CSRP2
Zdhhc17,ZDHHC17
Osbpl8,OSBPL8
Bbs10,BBS10
Nap1l1,NAP1L1
Gm5176,GM5176
Phlda1,PHLDA1
4933440J02Rik,4933440J02RIK
Krr1,KRR1
Glipr1,GLIPR1
Glipr1l1,GLIPR1L1
Caps2,CAPS2
Kcnc2,KCNC2
Atxn7l3b,ATXN7L3B
Trhde,TRHDE
Tph2,TPH2
Tbc1d15,TBC1D15
Rab21,RAB21
Tmem19,TMEM19
Thap2,THAP2
Zfc3h1,ZFC3H1
Lgr5,LGR5
A930009A15Rik,A930009A15RIK
Tspan8,TSPAN8
Ptprr,PTPRR
Ptprb,PTPRB
Kcnmb4,KCNMB4
Cnot2,CNOT2
1700030O20Rik,1700030O20RIK
Rab3ip,RAB3IP
4933412E12Rik,4933412E12RIK
Best3,BEST3
Lrrc10,LRRC10
Cct2,CCT2
Frs2,FRS2
Yeats4,YEATS4
9530003J23Rik,9530003J23RIK
Lyz2,LYZ2
Lyz1,LYZ1
Cpsf6,CPSF6
Cpm,CPM
Mdm2,MDM2
Slc35e3,SLC35E3
Nup107,NUP107
Rap1b,RAP1B
4933411E08Rik,4933411E08RIK
Mdm1,MDM1
Il22,IL22
Iltifb,ILTIFB
Ifng,IFNG
Dyrk2,DYRK2
Cand1,CAND1
1700025F24Rik,1700025F24RIK
Grip1,GRIP1
Helb,HELB
Irak3,IRAK3
Tmbim4,TMBIM4
Llph,LLPH
Hmga2,HMGA2
9230105E05Rik,9230105E05RIK
4921513I03Rik,4921513I03RIK
Msrb3,MSRB3
Gm15910,GM15910
Lemd3,LEMD3
Wif1,WIF1
Tbc1d30,TBC1D30
Gns,GNS
Rassf3,RASSF3
Tbk1,TBK1
Xpot,XPOT
D930020B18Rik,D930020B18RIK
BC048403,BC048403
Srgap1,SRGAP1
Tmem5,TMEM5
Gm4489,GM4489
Avpr1a,AVPR1A
A130077B15Rik,A130077B15RIK
Ppm1h,PPM1H
Mon2,MON2
Usp15,USP15
Fam19a2,FAM19A2
4930503E24Rik,4930503E24RIK
Slc16a7,SLC16A7
Lrig3,LRIG3
Ctdsp2,CTDSP2
Avil,AVIL
Tsfm,TSFM
Mettl1,METTL1
Cyp27b1,CYP27B1
March9,MARCH9
Cdk4,CDK4
Tspan31,TSPAN31
Agap2,AGAP2
Os9,OS9
B4galnt1,B4GALNT1
Slc26a10,SLC26A10
Arhgef25,ARHGEF25
Dtx3,DTX3
Pip4k2c,PIP4K2C
Kif5a,KIF5A
Dctn2,DCTN2
Mbd6,MBD6
Ddit3,DDIT3
Mars,MARS
Arhgap9,ARHGAP9
Gli1,GLI1
Inhbe,INHBE
Inhbc,INHBC
R3hdm2,R3HDM2
Stac3,STAC3
Ndufa4l2,NDUFA4L2
Shmt2,SHMT2
Nxph4,NXPH4
Lrp1,LRP1
Stat6,STAT6
Nab2,NAB2
Myo1a,MYO1A
Tac2,TAC2
Zbtb39,ZBTB39
Gpr182,GPR182
Rdh1,RDH1
Rdh9,RDH9
Rdh16,RDH16
Rdh18-ps,RDH18-PS
Rdh19,RDH19
Rdh7,RDH7
Sdr9c7,SDR9C7
Hsd17b6,HSD17B6
Prim1,PRIM1
Naca,NACA
Ptges3,PTGES3
Atp5b,ATP5B
Baz2a,BAZ2A
Rbms2,RBMS2
Gls2,GLS2
Spryd4,SPRYD4
Mip,MIP
Timeless,TIMELESS
Apon,APON
Apof,APOF
Stat2,STAT2
Il23a,IL23A
Pan2,PAN2
Cnpy2,CNPY2
Cs,CS
Coq10a,COQ10A
Ankrd52,ANKRD52
Slc39a5,SLC39A5
Rnf41,RNF41
Smarcc2,SMARCC2
Myl6,MYL6
Myl6b,MYL6B
Esyt1,ESYT1
Zc3h10,ZC3H10
Rpl41,RPL41
Pa2g4,PA2G4
Erbb3,ERBB3
Rps26,RPS26
Ikzf4,IKZF4
Suox,SUOX
Rab5b,RAB5B
Cdk2,CDK2
Pmel,PMEL
Dgka,DGKA
Mmp19,MMP19
Tmem198b,TMEM198B
Dnajc14,DNAJC14
Ormdl2,ORMDL2
Sarnp,SARNP
Gdf11,GDF11
Cd63,CD63
Rdh5,RDH5
Bloc1s1,BLOC1S1
Itga7,ITGA7
Mettl7b,METTL7B
Olfr772,OLFR772
Olfr773,OLFR773
Neurod4,NEUROD4
Tespa1,TESPA1
Vmn2r84,VMN2R84
Pisd-ps1,PISD-PS1
Sfi1,SFI1
Eif4enif1,EIF4ENIF1
Drg1,DRG1
Patz1,PATZ1
Gm11944,GM11944
Pik3ip1,PIK3IP1
Limk2,LIMK2
Rnf185,RNF185
8430429K09Rik,8430429K09RIK
Pla2g3,PLA2G3
Inpp5j,INPP5J
Smtn,SMTN
Tug1,TUG1
Morc2a,MORC2A
Osbp2,OSBP2
4921536K21Rik,4921536K21RIK
Dusp18,DUSP18
Slc35e4,SLC35E4
Tcn2,TCN2
Pes1,PES1
Gal3st1,GAL3ST1
Sec14l4,SEC14L4
Sec14l3,SEC14L3
Mtfp1,MTFP1
Sec14l2,SEC14L2
Rnf215,RNF215
Ccdc157,CCDC157
Sf3a1,SF3A1
Tbc1d10a,TBC1D10A
Osm,OSM
Lif,LIF
Hormad2,HORMAD2
Mtmr3,MTMR3
Gm11961,GM11961
Ascc2,ASCC2
Uqcr10,UQCR10
Zmat5,ZMAT5
Cabp7,CABP7
Nf2,NF2
Nipsnap1,NIPSNAP1
Thoc5,THOC5
Nefh,NEFH
Ap1b1,AP1B1
Gas2l1,GAS2L1
Rasl10a,RASL10A
Ewsr1,EWSR1
Rhbdd3,RHBDD3
Emid1,EMID1
Kremen1,KREMEN1
Znrf3,ZNRF3
Xbp1,XBP1
Ccdc117,CCDC117
Ankrd36,ANKRD36
Mrps24,MRPS24
Urgcp,URGCP
Dbnl,DBNL
Pgam2,PGAM2
Polm,POLM
Aebp1,AEBP1
Pold2,POLD2
Myl7,MYL7
Gck,GCK
Ykt6,YKT6
Camk2b,CAMK2B
Nudcd3,NUDCD3
Rps15a-ps6,RPS15A-PS6
Npc1l1,NPC1L1
Ddx56,DDX56
Tmed4,TMED4
Ogdh,OGDH
Zmiz2,ZMIZ2
Ppia,PPIA
H2afv,H2AFV
Purb,PURB
Myo1g,MYO1G
Ccm2,CCM2
Nacad,NACAD
Tbrg4,TBRG4
Wap,WAP
Gm11978,GM11978
Ramp3,RAMP3
Adcy1,ADCY1
Gm11985,GM11985
Igfbp1,IGFBP1
Igfbp3,IGFBP3
Tns3,TNS3
Hus1,HUS1
Sun3,SUN3
Gm11992,GM11992
Upp1,UPP1
Abca13,ABCA13
Vwc2,VWC2
Zpbp,ZPBP
Ikzf1,IKZF1
Fignl1,FIGNL1
Ddc,DDC
1700042O10Rik,1700042O10RIK
Grb10,GRB10
Cobl,COBL
Vstm2a,VSTM2A
Sec61g,SEC61G
Egfr,EGFR
Fbxo48,FBXO48
Plek,PLEK
Cnrip1,CNRIP1
Ppp3r1,PPP3R1
Pno1,PNO1
Wdr92,WDR92
C1d,C1D
Etaa1,ETAA1
Meis1,MEIS1
Spred2,SPRED2
Actr2,ACTR2
Cep68,CEP68
Slc1a4,SLC1A4
Sertad2,SERTAD2
Aftph,AFTPH
Peli1,PELI1
Vps54,VPS54
Ugp2,UGP2
Mdh1,MDH1
Wdpcp,WDPCP
Otx1,OTX1
Ehbp1,EHBP1
Tmem17,TMEM17
B3gnt2,B3GNT2
Commd1,COMMD1
Cct4,CCT4
Fam161a,FAM161A
Xpo1,XPO1
Usp34,USP34
Ahsa2,AHSA2
1700093K21Rik,1700093K21RIK
0610010F05Rik,0610010F05RIK
Pex13,PEX13
Pus10,PUS10
Rel,REL
Papolg,PAPOLG
Bcl11a,BCL11A
4933430M04Rik,4933430M04RIK
5730522E02Rik,5730522E02RIK
Fancl,FANCL
Vrk2,VRK2
Gm12070,GM12070
Ccdc85a,CCDC85A
Efemp1,EFEMP1
Pnpt1,PNPT1
Ccdc88a,CCDC88A
Prorsd1,PRORSD1
Mtif2,MTIF2
Rps27a,RPS27A
Rtn4,RTN4
Eml6,EML6
4931440F15Rik,4931440F15RIK
4930505A04Rik,4930505A04RIK
Acyp2,ACYP2
Psme4,PSME4
Gpr75,GPR75
Erlec1,ERLEC1
Asb3,ASB3
Chac2,CHAC2
Stc2,STC2
Bod1,BOD1
Cpeb4,CPEB4
4930524B15Rik,4930524B15RIK
Nsg2,NSG2
Il9r,IL9R
Snrnp25,SNRNP25
Rhbdf1,RHBDF1
Mpg,MPG
Nprl3,NPRL3
Hba-x,HBA-X
Hba-a1,HBA-A1
Hba-a2,HBA-A2
Hbq1b,HBQ1B
Hbq1a,HBQ1A
Sh3pxd2b,SH3PXD2B
Ubtd2,UBTD2
Efcab9,EFCAB9
Stk10,STK10
Fbxw11,FBXW11
Fgf18,FGF18
Npm1,NPM1
Tlx3,TLX3
Ranbp17,RANBP17
Gabrp,GABRP
Kcnip1,KCNIP1
Kcnmb1,KCNMB1
Lcp2,LCP2
Foxi1,FOXI1
Dock2,DOCK2
Fam196b,FAM196B
Slit3,SLIT3
Pank3,PANK3
Fbll1,FBLL1
Rars,RARS
Wwc1,WWC1
Mat2b,MAT2B
Hmmr,HMMR
Nudcd2,NUDCD2
Ccng1,CCNG1
Gabrg2,GABRG2
Gabra1,GABRA1
Gabra6,GABRA6
Gabrb2,GABRB2
Atp10b,ATP10B
Pttg1,PTTG1
Slu7,SLU7
C1qtnf2,C1QTNF2
Ccnjl,CCNJL
Fabp6,FABP6
Pwwp2a,PWWP2A
Ttc1,TTC1
Adra1b,ADRA1B
Il12b,IL12B
Ublcp1,UBLCP1
Rnf145,RNF145
Ebf1,EBF1
Gm12159,GM12159
F630206G17Rik,F630206G17RIK
Clint1,CLINT1
Lsm11,LSM11
Thg1l,THG1L
Sox30,SOX30
Adam19,ADAM19
Nipal4,NIPAL4
Cyfip2,CYFIP2
Itk,ITK
Fam71b,FAM71B
Med7,MED7
Havcr2,HAVCR2
Gm12169,GM12169
BC053393,BC053393
Dppa1,DPPA1
Gm4926,GM4926
Timd2,TIMD2
Havcr1,HAVCR1
Timd4,TIMD4
Sgcd,SGCD
Trim41,TRIM41
Trim7,TRIM7
Irgm1,IRGM1
Gm5431,GM5431
Gm12185,GM12185
9930111J21Rik1,9930111J21RIK1
9930111J21Rik2,9930111J21RIK2
Tgtp1,TGTP1
Olfr56,OLFR56
Tgtp2,TGTP2
Ifi47,IFI47
Olfr1396,OLFR1396
Btnl9,BTNL9
Zfp62,ZFP62
Mgat1,MGAT1
Olfr1393,OLFR1393
Olfr1392,OLFR1392
Olfr1391,OLFR1391
Flt4,FLT4
Scgb3a1,SCGB3A1
Cnot6,CNOT6
Gfpt2,GFPT2
Mapk9,MAPK9
Rasgef1c,RASGEF1C
Rnf130,RNF130
Mir340,MIR340
Tbc1d9b,TBC1D9B
Sqstm1,SQSTM1
Mgat4b,MGAT4B
Ltc4s,LTC4S
Maml1,MAML1
Canx,CANX
Hnrnph1,HNRNPH1
Rufy1,RUFY1
Adamts2,ADAMTS2
Zfp354c,ZFP354C
Zfp879,ZFP879
Grm6,GRM6
Zfp454,ZFP454
Zfp2,ZFP2
Zfp354b,ZFP354B
Olfr1378,OLFR1378
Zfp354a,ZFP354A
9230009I02Rik,9230009I02RIK
BC049762,BC049762
Clk4,CLK4
Col23a1,COL23A1
Hnrnpab,HNRNPAB
Nhp2,NHP2
Rmnd5b,RMND5B
N4bp3,N4BP3
D930048N14Rik,D930048N14RIK
0610009B22Rik,0610009B22RIK
Sec24a,SEC24A
Sar1b,SAR1B
Cdkn2aipnl,CDKN2AIPNL
Ube2b,UBE2B
Cdkl3,CDKL3
Ppp2ca,PPP2CA
Mir3061,MIR3061
Olfr1373,OLFR1373
Olfr1372-ps1,OLFR1372-PS1
Skp1a,SKP1A
Tcf7,TCF7
Vdac1,VDAC1
9530068E07Rik,9530068E07RIK
Fstl4,FSTL4
Gm11186,GM11186
Hspa4,HSPA4
Zcchc10,ZCCHC10
Aff4,AFF4
Leap2,LEAP2
Uqcrq,UQCRQ
Gdf9,GDF9
Shroom1,SHROOM1
Sowaha,SOWAHA
Sept8,SEPT8
Kif3a,KIF3A
Il4,IL4
Il13,IL13
Rad50,RAD50
Il5,IL5
Irf1,IRF1
Gm12216,GM12216
Slc22a5,SLC22A5
Slc22a21,SLC22A21
Slc22a4,SLC22A4
Pdlim4,PDLIM4
P4ha2,P4HA2
4933405E24Rik,4933405E24RIK
Csf2,CSF2
Acsl6,ACSL6
Fnip1,FNIP1
Rapgef6,RAPGEF6
Cdc42se2,CDC42SE2
Lyrm7,LYRM7
Hint1,HINT1
Gpx3,GPX3
Tnip1,TNIP1
Anxa6,ANXA6
Ccdc69,CCDC69
Gm2a,GM2A
Slc36a3,SLC36A3
Slc36a2,SLC36A2
Slc36a1,SLC36A1
Fat2,FAT2
Sparc,SPARC
Atox1,ATOX1
G3bp1,G3BP1
Gm12238,GM12238
Glra1,GLRA1
Gria1,GRIA1
Fam114a2,FAM114A2
Mfap3,MFAP3
Galnt10,GALNT10
Sap30l,SAP30L
Hand1,HAND1
Larp1,LARP1
Cnot8,CNOT8
Gemin5,GEMIN5
Mrpl22,MRPL22
Gm12250,GM12250
Igtp,IGTP
Irgm2,IRGM2
Zfp692,ZFP692
Zfp672,ZFP672
Sh3bp5l,SH3BP5L
1810065E05Rik,1810065E05RIK
Gm12253,GM12253
Olfr332,OLFR332
