gene,jenage_blood_age_logFC_per_year,jenage_blood_age_logFC_per_decade,jenage_blood_age_t,jenage_blood_age_p,jenage_blood_age_fdr,jenage_blood_age_ave_log2_rpkm
ZEB1,-0.005944907374540661,-0.05944907374540661,-4.285760937591344,6.516913347537053e-5,0.01463926588390895,2.0968855588839985
RALGPS2,-0.010471960766680154,-0.10471960766680154,-4.285012357929333,6.533815851351902e-5,0.01463926588390895,2.5014514596171846
OXR1,-0.00568689320615373,-0.0568689320615373,-4.284012388848059,6.556460893904044e-5,0.01463926588390895,2.5860927435462666
RNF138,-0.005408231764670685,-0.054082317646706846,-4.279499196987082,6.659615460636372e-5,0.014751576786219137,4.035966478412204
ZNF572,-0.004497792990569,-0.044977929905689995,-4.275717814967785,6.747253151983596e-5,0.01482801854109151,0.6600017629183424
DUXAP1,-0.004358779060358514,-0.04358779060358514,-4.270129171715964,6.87882588044307e-5,0.014999064868997351,0.1684049743822882
C12ORF23,-0.009322011442027326,-0.09322011442027325,-4.266915650193891,6.955603683772452e-5,0.015022250783947137,2.5693497739227724
IL6STP1,-0.0026398345647269893,-0.026398345647269894,-4.265192813565639,6.997107136915543e-5,0.015022250783947137,0.15156235145040048
KCNMB4,-0.003382233985405415,-0.03382233985405415,-4.259298953868538,7.140913704641734e-5,0.015213961946301587,0.3994756719747631
RAPGEF6,-0.006599567512406956,-0.06599567512406956,-4.253705810432575,7.280028407582075e-5,0.015391698168224175,2.3448033113587115
SCARNA21,-0.008012989911333427,-0.08012989911333426,-4.251538699285294,7.334632233514207e-5,0.015391698168224175,0.8335651893598033
EFHA2,-0.003919621827033799,-0.03919621827033799,-4.248982353135245,7.399553554582572e-5,0.01541205520211937,0.33795057365247366
TRAV1-2,-0.01707158665526206,-0.1707158665526206,-4.243170342276801,7.549234166871138e-5,0.015498097714767543,3.733723263103335
XKRX,-0.003832806420876375,-0.03832806420876375,-4.2430670180739405,7.551921494834776e-5,0.015498097714767543,0.24727168777392058
ZNF860,-0.00588509745484665,-0.058850974548466495,-4.239832050271213,7.636528956533516e-5,0.015557337458164264,0.42384585254896334
CFL2,-0.006339173547531411,-0.06339173547531411,-4.234566517085756,7.776210596946048e-5,0.015727104185562623,1.5732242444168418
LEPROTL1,-0.006203697945968299,-0.062036979459682985,-4.226777826712765,7.987371398672391e-5,0.015959353569333957,4.787060705877867
PM20D2,-0.006461694496201466,-0.06461694496201466,-4.2226135463581,8.102536836311896e-5,0.015959353569333957,1.6926920571141084
FAM18B2,-0.003913357003413337,-0.03913357003413337,-4.22126393944554,8.140204670109613e-5,0.015959353569333957,1.2382028315340103
ZNF204P,-0.008174377855382803,-0.08174377855382803,-4.219976371282853,8.176298965793391e-5,0.015959353569333957,1.2894996731737935
CST7,0.013225473085727352,0.13225473085727352,4.219953093931003,8.17695292158637e-5,0.015959353569333957,7.835453775670278
EDARADD,0.0031119216735982706,0.031119216735982707,4.203867527110007,8.641178745770997e-5,0.016748284638504758,0.32036326179794644
TMEM123,-0.009047836057860458,-0.09047836057860457,-4.197698536578653,8.825896784718986e-5,0.016988329604241854,6.5286291044502
EEA1,-0.004519004454584201,-0.04519004454584201,-4.19204750049664,8.998454469828291e-5,0.01713384770324832,1.3961168871803342
MT3,-0.0023687523109834742,-0.02368752310983474,-4.1912108899191125,9.024276647715884e-5,0.01713384770324832,0.12410913637818285
DNAJB4,-0.005915691135109604,-0.05915691135109604,-4.184671978840189,9.228586258075422e-5,0.017304271611425705,1.3250150588688823
SHISA2,-0.0021814781136448845,-0.021814781136448844,-4.183454531156569,9.267116594763941e-5,0.017304271611425705,0.12352249587200671
ZFP14,-0.006699214429573512,-0.06699214429573512,-4.1824181670384775,9.300038486971894e-5,0.017304271611425705,1.5620691848233927
CLUAP1,-0.010205433844750587,-0.10205433844750587,-4.178944906159226,9.411199533563556e-5,0.017395137680911183,2.632173771762361
ATF2,-0.0060106944428925104,-0.060106944428925106,-4.167306645071271,9.793125399704143e-5,0.017920115794353455,3.42582439458344
B3GALT2,-0.008747155805450782,-0.08747155805450782,-4.166395834876455,9.823639256668143e-5,0.017920115794353455,0.926551912436491
PPAT,-0.006434232122467997,-0.06434232122467998,-4.1635947457373765,9.918058227795951e-5,0.017974870463492533,1.4686443290422881
AC144521.1,-0.009876178633809473,-0.09876178633809474,-4.15301579965266,1.0282630491914853e-4,0.01851536884060281,1.0607381905968472
USP44,-0.006244225812368641,-0.06244225812368641,-4.149186785390227,1.0417752497248969e-4,0.018638427705014022,0.661647487012324
COBLL1,-0.004768750285961432,-0.04768750285961432,-4.145533634320207,1.054826731436551e-4,0.018751728709805186,0.47441393649935837
SLC38A2,-0.0067006941129759195,-0.06700694112975919,-4.14143005419703,1.0696759183825545e-4,0.018895351191175375,4.779197699695289
RP4-594I10.2,-0.011102723484622148,-0.11102723484622148,-4.136109628617598,1.0892293750027015e-4,0.01907686334547414,1.869886037022928
STRBP,-0.007746310776702866,-0.07746310776702867,-4.133549253010759,1.098761852514359e-4,0.01907686334547414,1.6642285260414627
ZNF415,-0.006923090907097057,-0.06923090907097057,-4.133096240531562,1.100456825016602e-4,0.01907686334547414,0.5927047416365909
PRKG2,-0.002096913528751295,-0.02096913528751295,-4.122979712289782,1.1389732795074017e-4,0.019486416781672053,0.18745314543382252
RASGRF2,-0.007436414158555662,-0.07436414158555663,-4.12225035715629,1.1417999131573363e-4,0.019486416781672053,1.2869329748835532
TRIM23,-0.006264134113600894,-0.06264134113600894,-4.121419618858827,1.1450277148671503e-4,0.019486416781672053,2.562841469485082
SCML1,-0.010438021959667467,-0.10438021959667468,-4.1191848566322244,1.1537546072413828e-4,0.01951593399279212,1.2583722049815802
C20ORF24,0.01669958757750298,0.1669958757750298,4.111981342125396,1.182324297808978e-4,0.0195772908304914,3.7353161725653163
SLC38A11,-0.0060279456729687795,-0.06027945672968779,-4.110004204129013,1.1902845248839217e-4,0.0195772908304914,0.36574996451280184
IGIP,-0.007333523899639805,-0.07333523899639804,-4.109505502533867,1.1923005250112627e-4,0.0195772908304914,2.586487191966629
RP11-108M21.1,-0.0011755203704102895,-0.011755203704102895,-4.108068986729737,1.1981260837920643e-4,0.0195772908304914,0.03711622327800702
AP1AR,-0.006841831640160518,-0.06841831640160517,-4.10778821697907,1.1992679072042084e-4,0.0195772908304914,2.400151129149452
EPC2,-0.004351689307531293,-0.043516893075312924,-4.107738905607803,1.1994685532117624e-4,0.0195772908304914,2.9101447847316924
RP11-229C3.2,-0.004287971759376065,-0.04287971759376065,-4.09851326112929,1.2375832312050826e-4,0.020037023092071574,0.3809135204005888
NPAS2,-9.056487771760314e-4,-0.009056487771760314,-4.097369211568003,1.2423904583028195e-4,0.020037023092071574,0.05730478248363954
JAKMIP1,0.011577561736692747,0.11577561736692747,4.095190581821803,1.2515948310019492e-4,0.020037023092071574,1.4846317330713472
SYPL1,-0.007338197135709248,-0.07338197135709248,-4.094070587852199,1.2563522182416787e-4,0.020037023092071574,4.8768878157100914
RP11-248C1.2,-0.004406905987497215,-0.04406905987497215,-4.086883408593623,1.2872991806967793e-4,0.02038174397223208,0.4369964134152792
IQCA1,-6.641890414163896e-4,-0.006641890414163895,-4.084693894059552,1.2968722515344701e-4,0.02038174397223208,0.03347990616977051
TMEM160,0.01260523457130352,0.1260523457130352,4.081764131535351,1.3097894023075574e-4,0.02038174397223208,3.566191265453025
USP53,-0.00792499165812729,-0.0792499165812729,-4.081647353009418,1.3103068368924915e-4,0.02038174397223208,1.1093499942779848
CA6,-0.008344431552968197,-0.08344431552968197,-4.0807071269603465,1.3144800841998475e-4,0.02038174397223208,0.5192651269791998
IGFBP3,0.010784179538593269,0.10784179538593269,4.071757544019701,1.3548508091448146e-4,0.020798439397525497,1.262207839074892
ZNF883,-0.005078355142382062,-0.05078355142382063,-4.0714502616392805,1.3562579614294663e-4,0.020798439397525497,0.5999472680769343
ALDH5A1,-0.0068202924560696356,-0.06820292456069635,-4.0689368585752455,1.367820763509089e-4,0.02086113525111403,1.590885787525134
MRPL45P1,-0.0019102231669515253,-0.019102231669515253,-4.052566413473691,1.4454927387657948e-4,0.021877423634016145,0.1177204442983842
NUCB2,-0.007460224576523315,-0.07460224576523315,-4.051615313967487,1.4501337772457852e-4,0.021877423634016145,3.037044604594715
PTK7,-0.002119177163795998,-0.021191771637959978,-4.047364155181952,1.4710542314960473e-4,0.022066275609147912,0.16451173668728317
SLC5A3,-0.006136642187891242,-0.06136642187891242,-4.04587238081505,1.4784641844896667e-4,0.022066275609147912,1.803894611496049
TAF1A,-0.006175671485157824,-0.06175671485157824,-4.044102183836049,1.4873038235001815e-4,0.022080132826537268,1.3900100412880012
N6AMT1,-0.006513579565335788,-0.06513579565335788,-4.032183086979915,1.5481635320949047e-4,0.022842504951317927,1.5664826775281198
DPY19L2P1,-0.001018505855403439,-0.010185058554034388,-4.030867669060272,1.55502541768198e-4,0.022842504951317927,0.056543923820651376
LRP6,-0.0027406189727285277,-0.027406189727285278,-4.028914252593185,1.5652695513516997e-4,0.022872603758233474,0.2519087792011318
ZNF471,-0.0029174188950118105,-0.029174188950118106,-4.024867489704147,1.5866990183992558e-4,0.023064984168501685,0.35590040959741415
ZNF418,-0.006135627674183101,-0.061356276741831015,-4.015600801217824,1.6368408047461085e-4,0.02367058386552533,0.8261434857828115
FTH1,0.01600274330479367,0.1600274330479367,4.011148160866004,1.6614737200088128e-4,0.023902954394559778,6.220381311000729
GPA33,-0.010358299516045158,-0.10358299516045158,-3.9970427500206176,1.7418881398002242e-4,0.024931332298371415,1.6787348533799455
FBXL3,-0.004896731550496146,-0.04896731550496146,-3.9941689916509384,1.75872491269382e-4,0.02504388383330843,4.357057343310404
ST13,-0.005885208150455626,-0.05885208150455626,-3.9871849041093506,1.8002991829063793e-4,0.02550576152026246,4.3012055469830095
NPAT,-0.006883140567282062,-0.06883140567282062,-3.9851471512486736,1.8126066331021793e-4,0.02555042986357668,2.8854089876547855
RP3-527F8.2,0.010885997822913673,0.10885997822913673,3.9792115634651077,1.8489193448979245e-4,0.025873110715304147,1.917481532639252
ZNF678,-0.0030984002932466035,-0.030984002932466035,-3.978383800614578,1.8540387470658649e-4,0.025873110715304147,0.5524241667911267
LMO7,-0.004871796102133815,-0.048717961021338144,-3.976234397858208,1.8673958037236665e-4,0.02592985914523758,0.534064925339813
DPY19L2,-0.0032833400417040296,-0.0328334004170403,-3.96757044819249,1.9221816663076937e-4,0.026445922194753814,0.24976658089085485
DSC1,-0.008527399298458357,-0.08527399298458357,-3.9662780489020597,1.9304855217350798e-4,0.026445922194753814,0.4988513086071855
N4BP2,-0.0038935877364904667,-0.03893587736490467,-3.965734799961841,1.9339862736055376e-4,0.026445922194753814,1.027175447555886
PDE9A,-0.005950059600945467,-0.05950059600945467,-3.964423296766275,1.9424629344050632e-4,0.026445922194753814,0.43104622842378726
ZNF577,-0.0066699254405501425,-0.06669925440550142,-3.956668241447542,1.993321897459298e-4,0.027006608814606314,1.0799384646715358
ABLIM1,-0.01162682072866886,-0.11626820728668859,-3.952571579416044,2.0207033070975282e-4,0.027072475463538147,3.758460800935845
ATP1B3,0.0054448770497017756,0.054448770497017754,3.9520678867959127,2.024094784738222e-4,0.027072475463538147,4.735344044867967
ZNF189,-0.0044468750220146925,-0.04446875022014692,-3.9515950945315055,2.027283185911671e-4,0.027072475463538147,2.90966034077366
SLC35G3,-0.0023904977028206,-0.023904977028206,-3.944012608887997,2.0790826871695394e-4,0.027556035116584783,0.12109795149424245
PAICS,-0.007021826541553098,-0.07021826541553097,-3.9434119285271176,2.083240204084339e-4,0.027556035116584783,2.7663078211617615
ZNF12,-0.006026817531517231,-0.060268175315172305,-3.9415298747529066,2.0963183989863924e-4,0.027598229488542552,2.9941984619459747
RP1-67M12.2,-6.083174491906375e-4,-0.006083174491906375,-3.9284260290290964,2.1895895125544532e-4,0.028584184559419214,0.016884215758615585
FUT8,-0.005649043021634291,-0.05649043021634291,-3.9281367219935266,2.1916931192102155e-4,0.028584184559419214,1.6702589126703107
LIN9,-0.004164716558668456,-0.04164716558668456,-3.9236188243226864,2.2247968310691455e-4,0.028770036838077585,0.8877668822123934
ALG11,-0.0026244331066298645,-0.026244331066298643,-3.9233800576565643,2.226559640639469e-4,0.028770036838077585,0.6083077861744772
SNORD124,-0.004716092543033752,-0.04716092543033752,-3.9193575014140887,2.256460762356892e-4,0.029022036809852932,0.11445532911570495
PRDX3P1,-0.003648080536717747,-0.03648080536717747,-3.914434867538855,2.2935779804632178e-4,0.029364110749875418,0.46294948429197263
ERBB2IP,-0.005569404544627196,-0.05569404544627196,-3.9127973466096644,2.306054650027048e-4,0.029389034375458863,3.949448265624051
GZMH,0.020967273773721817,0.20967273773721817,3.910575511695566,2.3230877017959298e-4,0.029471535344147454,7.709160203725991
ZNF30,-0.006422926753087046,-0.06422926753087045,-3.9012080826229414,2.3962393158369965e-4,0.03016952479860385,1.5850917866582253
TSPAN13,-0.012692673700193988,-0.12692673700193988,-3.9007685215850136,2.3997257274417966e-4,0.03016952479860385,2.478240402426274
PMEPA1,-0.004841422733489056,-0.04841422733489056,-3.8977742451269846,2.4236050808686428e-4,0.03033310215562503,0.5954870246712136
METRNL,0.011435533101756563,0.11435533101756562,3.892929908695109,2.4627228885552426e-4,0.030619048722414225,4.3172872589035425
AC002331.1,0.007250938296234208,0.07250938296234208,3.8922338180828553,2.468393393960301e-4,0.030619048722414225,0.44270330374696143
ZNF280D,-0.004569472409484907,-0.045694724094849065,-3.8879435964068323,2.5036203541208924e-4,0.030918603576776154,1.369707026237233
ZNF439,-0.008138566347687351,-0.08138566347687351,-3.8852698466383293,2.525818222072313e-4,0.030921538410233044,2.079967276162731
GLIPR2,0.005661698439220075,0.05661698439220075,3.885246121376282,2.5260160363787653e-4,0.030921538410233044,6.513452882259473
ANKRD46,-0.005627900000824142,-0.05627900000824142,-3.883211252711739,2.5430376611495305e-4,0.03099396555575694,1.8482565924777863
ALPK2,0.00126308480917101,0.0126308480917101,3.873858649025137,2.622698907186236e-4,0.03169488923989713,0.08371281871149826
AKAP6,-0.0013669818303009772,-0.013669818303009772,-3.8737937154065927,2.6232602703032016e-4,0.03169488923989713,0.1110871950116353
RPRD1A,-0.004530931587080812,-0.04530931587080812,-3.8710680965433526,2.6469280943951847e-4,0.031843001342486896,3.1172895157396976
FAM117B,-0.007254541813801497,-0.07254541813801497,-3.868618223768669,2.6683763491709554e-4,0.03196325489500488,2.7212965586674858
PTPN20A,-0.0013099304718930112,-0.013099304718930112,-3.866166497496271,2.6900078366994234e-4,0.03208466612063287,0.06662793835978567
ANKRD26,-0.002737728069706094,-0.027377280697060937,-3.861623007818297,2.7305407569436907e-4,0.032241641617505694,0.6661343857584008
SYT11,0.009463634119188935,0.09463634119188935,3.861590773915889,2.7308304025738984e-4,0.032241641617505694,2.865542936730586
WDR3,-0.006600711915595022,-0.06600711915595023,-3.860452795058207,2.7410749123481644e-4,0.032241641617505694,2.955958834802869
BDNF-AS,-0.002289616452620277,-0.022896164526202772,-3.8592468414735155,2.751971615834266e-4,0.032241641617505694,0.25938043918958004
ZBTB10,-0.004326757060887766,-0.04326757060887766,-3.858258962198889,2.7609288235699967e-4,0.032241641617505694,1.0785394045015675
ZNF295,-0.003997227780513287,-0.039972277805132864,-3.8562274393757474,2.779436887827578e-4,0.03232253480802821,1.5762890678172932
AGPAT4,0.006726567085143086,0.06726567085143087,3.8495198447360375,2.841395472538512e-4,0.03290595337699165,1.438519210169639
FRS2,-0.004448926209206343,-0.04448926209206343,-3.8466726161697453,2.8680943687130797e-4,0.032984252328543844,2.1315299989754224
NR3C2,-0.00646940104072854,-0.0646940104072854,-3.845652635003458,2.8777173259381757e-4,0.032984252328543844,1.2439041309270695
ADAMTS6,-0.0014682809388089982,-0.014682809388089982,-3.8450295801802152,2.883610737429128e-4,0.032984252328543844,0.13003209035652777
RBM12B,-0.005296229680747824,-0.05296229680747824,-3.8422688168551358,2.909864149426593e-4,0.033095303400271385,1.3620172254027787
ZNF506,-0.005803622566165555,-0.05803622566165555,-3.841518899715675,2.9170349826108065e-4,0.033095303400271385,2.2175733638863497
DDX6P1,-3.418704311266281e-4,-0.003418704311266281,-3.836629378077373,2.9642067456988333e-4,0.03345033807568204,0.021482360263303472
PDE7A,-0.008786356627716445,-0.08786356627716445,-3.8343563614120324,2.986384080741815e-4,0.03345033807568204,3.8984932354811423
ADPRM,-0.007245972089375641,-0.07245972089375641,-3.831871411654497,3.0108113043377356e-4,0.03345033807568204,3.7034223041858096
DEPDC7,-0.004380074353644844,-0.04380074353644844,-3.831773052104172,3.0117821178401083e-4,0.03345033807568204,0.5257814114007436
NAA25,-0.005421302692989419,-0.05421302692989419,-3.830786991210165,3.021531194403312e-4,0.03345033807568204,1.7535707640103155
VSIG4,0.013226386185614813,0.13226386185614813,3.828882317241626,3.0404482685119765e-4,0.03345033807568204,1.7302801532133791
LINC00205,-0.006888742936171354,-0.06888742936171353,-3.8269504169945225,3.059751768058788e-4,0.03345033807568204,1.3154499571147669
PMAIP1,-0.009253132641896764,-0.09253132641896764,-3.826554775761535,3.063719480370459e-4,0.03345033807568204,3.1002077518027367
C15ORF53,0.0016921648297541273,0.016921648297541274,3.825211711841737,3.077225319296791e-4,0.03345033807568204,0.15033555391480197
TRMT11,-0.0071287410128310765,-0.07128741012831076,-3.8247166741228202,3.0822178012628114e-4,0.03345033807568204,1.6959933666598996
GNG8,-0.008858009592652117,-0.08858009592652116,-3.8241375657051537,3.0880679996530885e-4,0.03345033807568204,1.4002598473275807
CYBA,0.007823628969455909,0.07823628969455909,3.822644082938258,3.103204463410131e-4,0.03345033807568204,7.290253285363942
SLC35A3,-0.004531943363933551,-0.04531943363933551,-3.8225526106081955,3.104133845074041e-4,0.03345033807568204,1.6112574029025868
STAP1,-0.013040418145163045,-0.13040418145163044,-3.8174433142213418,3.1564715239148887e-4,0.03382332887274638,3.307221766144718
TSPAN3,-0.007398638586628889,-0.07398638586628889,-3.816813229544883,3.1629841762045163e-4,0.03382332887274638,3.192416182734028
SSH1,0.0049166536835337496,0.0491665368353375,3.812540723093195,3.207486549419586e-4,0.03416830137187048,1.955566249522321
PMCH,0.00135626786550136,0.0135626786550136,3.8106655637439895,3.227207169496387e-4,0.0341808288815287,0.06231523370041291
GABPA,-0.0054168692700659275,-0.05416869270065927,-3.8101020537142922,3.2331561536093074e-4,0.0341808288815287,3.204104686236003
GYG1,0.004976409512637441,0.04976409512637441,3.8078486970353627,3.2570501137611216e-4,0.0342240633256664,4.5495558029828995
MLLT3,-0.00680798478970495,-0.0680798478970495,-3.807405429760562,3.261770277544702e-4,0.0342240633256664,1.8017348473934864
MFAP3,-0.0040550001193449155,-0.040550001193449155,-3.805033435746258,3.2871402610856954e-4,0.03436108040707931,2.7651217088292492
OR10G2,-0.0034638234775902416,-0.034638234775902416,-3.800200514033219,3.339417957592234e-4,0.034777296715074346,0.09578100982409378
RP4-533D7.5,0.002445675562170379,0.02445675562170379,3.7977016240088504,3.3667600256807195e-4,0.0349316997460033,0.09297413622219504
IGLV4-60,-0.013215300636753037,-0.13215300636753036,-3.794354516678232,3.403719319590003e-4,0.035184372670280364,1.2818322909488926
F8,0.004818615197881937,0.04818615197881937,3.792703964469327,3.4220878068972737e-4,0.03524371612195679,0.8931364036004449
ZNF644,-0.005523964447319639,-0.05523964447319639,-3.7899028884012074,3.453477689389788e-4,0.03543623614370183,2.6293801703284156
GPRASP2,-0.002545008776172397,-0.02545008776172397,-3.787072650665305,3.4854744643891887e-4,0.03559068080882283,0.31999216003391245
AGPAT5,-0.006170661116626218,-0.06170661116626218,-3.785210537173147,3.5066809702179695e-4,0.03559068080882283,2.420579063828778
EML5,-0.0025984737361278956,-0.025984737361278955,-3.785201420066238,3.50678510298326e-4,0.03559068080882283,0.5933735327369042
HNRNPA1P21,0.00946689432667447,0.0946689432667447,3.779635080577437,3.570918173854408e-4,0.036110263127636426,1.0584027186677052
CEP41,-0.0033328247818717473,-0.033328247818717474,-3.7637711302874792,3.759917861135914e-4,0.03788422653584959,0.7167369158666873
RP11-314D7.2,-0.0038578117751689412,-0.038578117751689414,-3.759070487518354,3.817735411977284e-4,0.03800390826469581,0.6662887554232251
ZNF781,-0.005147184005658001,-0.05147184005658001,-3.7589616041398557,3.819084703090771e-4,0.03800390826469581,0.7504441062729336
SPRY1,-0.0019601648735422185,-0.019601648735422184,-3.758782474459613,3.82130548507149e-4,0.03800390826469581,0.2114970618421996
MED28,-0.0035348335215212145,-0.03534833521521215,-3.758112406130143,3.829623704873365e-4,0.03800390826469581,5.086844409613495
SENP7,-0.008622942097905316,-0.08622942097905316,-3.7572882176967157,3.8398789432619916e-4,0.03800390826469581,2.9904370395283477
S100A4,0.007820122229854579,0.07820122229854579,3.756002914208362,3.8559242407245145e-4,0.03802786062142092,10.364734841549325
ZNF223,-0.005945128174881509,-0.05945128174881509,-3.754790586736599,3.871117331360721e-4,0.03803559236740199,1.776704269372265
C8ORF37,-0.003303546040163511,-0.03303546040163511,-3.7517971344550194,3.908877582618763e-4,0.03803559236740199,0.46447088821270616
ZFYVE9,-0.0032098845769461372,-0.03209884576946137,-3.749171578162942,3.94228706518206e-4,0.03803559236740199,0.5551959459160937
PPP1R2P3,-0.004446422476466684,-0.04446422476466684,-3.7466316655031324,3.9748666968017753e-4,0.03803559236740199,2.1341011021745238
C19ORF43,0.0052050193925129605,0.052050193925129606,3.7456404367095377,3.987651022378515e-4,0.03803559236740199,7.283424151024447
NLGN4Y,9.08529689241839e-4,0.00908529689241839,3.745488508893588,3.989613978342801e-4,0.03803559236740199,0.07944273576677267
NOC3L,-0.0062891792757561954,-0.06289179275756196,-3.7448456943933395,3.9979295846976774e-4,0.03803559236740199,2.160159656866783
MIER3,-0.0057216176349598824,-0.05721617634959882,-3.743987597512921,4.0090559875757955e-4,0.03803559236740199,2.0482434768360434
CREB1,-0.004928016048733141,-0.049280160487331415,-3.7434415226774087,4.016152018083971e-4,0.03803559236740199,3.553439350616109
LYRM7,-0.004933538797039771,-0.049335387970397715,-3.7433139282717387,4.0178117891795145e-4,0.03803559236740199,1.8986617428460963
ABCE1,-0.0068762998041079606,-0.0687629980410796,-3.7432244430744257,4.018976220359486e-4,0.03803559236740199,3.289541779250813
RWDD3,-0.006127974605573162,-0.061279746055731624,-3.742590251624419,4.02723793109089e-4,0.03803559236740199,2.9926084621577043
RORC,-0.007430172421838267,-0.07430172421838267,-3.741647786653798,4.0395455947310363e-4,0.03803559236740199,0.7907297539753296
AASDHPPT,-0.005206765503178692,-0.05206765503178692,-3.741040177865327,4.0474994385949093e-4,0.03803559236740199,2.7313686468803025
TGM5,4.516532002542615e-4,0.004516532002542616,3.739626729341016,4.0660600634303537e-4,0.03808179072830241,0.01639591040802577
ERCC6L2,-0.0037914705828745016,-0.03791470582874502,-3.735550392051043,4.1200454521946327e-4,0.03845835069255927,1.0250068608913572
CTD-2506J14.1,-0.0061857644780167805,-0.06185764478016781,-3.7323201706759908,4.1633115176713937e-4,0.03862773175336195,0.7604028719198955
MLH3,-0.00528549489316665,-0.0528549489316665,-3.7321300540390623,4.165871464622696e-4,0.03862773175336195,2.1556501035224853
PAICSP4,-0.004728983552353417,-0.04728983552353418,-3.7262523015087172,4.245763210465865e-4,0.03923083418408046,0.8935217374462617
TMEM220,-0.004923115635497398,-0.04923115635497398,-3.7249796264447617,4.2632536640352885e-4,0.03923083418408046,0.9742825877453865
RP11-701H24.2,-0.006822890886143737,-0.06822890886143737,-3.7232574664647515,4.287031157640767e-4,0.03923083418408046,1.156868156570254
MS4A1,-0.016829455865698357,-0.16829455865698356,-3.72324969000271,4.2871388126637547e-4,0.03923083418408046,5.12412916952199
BEND5,-0.005039061157470363,-0.050390611574703634,-3.721704291362313,4.3085842355693394e-4,0.03926205187032117,0.6822024631876876
ZNF92,-0.007448900706392515,-0.07448900706392515,-3.7209789549646093,4.3186850319557865e-4,0.03926205187032117,2.6281996139736794
PIP5K1B,-0.004850321258096177,-0.04850321258096177,-3.717852356358415,4.36248477344938e-4,0.039456172346829896,1.271788300191255
CROCCP4,-0.002825798620534513,-0.028257986205345132,-3.7172737800059945,4.3706363415366487e-4,0.039456172346829896,0.11920714136079831
MIR342,-0.012174203776623203,-0.12174203776623203,-3.716437221512315,4.382448379619229e-4,0.039456172346829896,1.870123174675327
ZNF135,-0.0034149111190107996,-0.034149111190107995,-3.7142017397864033,4.4141628807404956e-4,0.03945706349341254,0.32198412904827844
MRAP2,6.915836548619744e-4,0.006915836548619744,3.713776138060262,4.420225652443768e-4,0.03945706349341254,0.030827604436287563
IGKV2-30,-0.019079789998342728,-0.19079789998342728,-3.7128183093519183,4.4338992245940544e-4,0.03945706349341254,3.2018265248398903
TWSG1,-0.0042829354247734585,-0.04282935424773458,-3.7120952109019885,4.444248661185787e-4,0.03945706349341254,1.7235176763081606
AK5,-0.009068400740731257,-0.09068400740731257,-3.711468751412726,4.453233608178054e-4,0.03945706349341254,1.288288301589329
TRUB1,-0.006208040980500231,-0.06208040980500231,-3.7053957463255127,4.5412400691810496e-4,0.04010949694014022,2.040337953551311
IKZF5,-0.005059846796982125,-0.05059846796982125,-3.704012169907106,4.5615213047936536e-4,0.04016153300214223,3.0784447097854786
C16ORF74,-0.009245897632844738,-0.09245897632844738,-3.692545406426534,4.7329716018510717e-4,0.041540011763416165,2.2809708541203086
RP4-814D15.2,-0.005613686361231476,-0.05613686361231476,-3.688902310586724,4.788719886844455e-4,0.04189754609461716,0.7157673158296559
RP11-142L4.2,-0.007632274841977384,-0.07632274841977384,-3.6864118115899713,4.827191045869316e-4,0.041925833247519535,1.222749616283564
ANXA8L1,0.002262140882178283,0.02262140882178283,3.6844277439974893,4.8580503919015797e-4,0.041925833247519535,0.13228652626858484
GPR18,-0.010045946357887643,-0.10045946357887643,-3.6844168447319214,4.858220433771459e-4,0.041925833247519535,4.189110620489366
MTHFD2L,-0.002673898006539994,-0.026738980065399938,-3.683289332140523,4.8758417575545863e-4,0.041925833247519535,0.7105635325559514
SIRT1,-0.004966533611889222,-0.04966533611889222,-3.683024872028542,4.8799837013160143e-4,0.041925833247519535,2.9573725721782607
ZBTB6,-0.005587628412333928,-0.05587628412333928,-3.6827140545064383,4.884855985738693e-4,0.041925833247519535,3.0048666073607184
STYK1,0.006212740271091854,0.062127402710918544,3.6815649305602887,4.902909692848825e-4,0.041925833247519535,0.6556599424045899
TMEM169,-0.003236650542188305,-0.032366505421883046,-3.6809797806656888,4.91212736364704e-4,0.041925833247519535,0.9929902764599609
RHOU,0.00588130491015279,0.0588130491015279,3.6796167458777287,4.933663022594231e-4,0.04198126065872103,2.5306481458631205
AC097713.4,-0.010525548430233046,-0.10525548430233046,-3.677894246223692,4.961007155531674e-4,0.042050237856810516,1.1833082437553932
HSPD1,-0.005632098350436014,-0.05632098350436014,-3.677210467736583,4.971902003850759e-4,0.042050237856810516,4.495602736587994
IRAK1BP1,-0.004352745435541585,-0.04352745435541586,-3.6739438534052717,5.024266041341121e-4,0.04236473269300021,0.6218313802656433
ZNF585A,-0.0046777801703799205,-0.04677780170379921,-3.672440966773122,5.048533913085112e-4,0.04244113901030285,1.9591816155553974
ITGA6,-0.009645703383888387,-0.09645703383888386,-3.6713361977068306,5.066444517962749e-4,0.042463803752654745,3.079766662871319
ZNF347,-0.003251577304524789,-0.03251577304524789,-3.6693535201708167,5.098740102032833e-4,0.04260653779872347,0.733221445519969
ZNF772,-0.005251613616503941,-0.05251613616503941,-3.6648040830588338,5.17358991732555e-4,0.042983365747567476,0.822208796295284
SLMO2,-0.005187904803927172,-0.05187904803927172,-3.664740908318082,5.174636650370001e-4,0.042983365747567476,4.404578083630512
